title,author,state,source,district,openLibraryKey,isbn,availability,cover_url
In the Dream House,"Machado, Carmen Maria",TX,B,,/works/OL20470143W,9781665180313,private,https://covers.openlibrary.org/b/isbn/9781665180313-M.jpg?default=false
Infandous,"Arnold, Elana K.",FL,B,Brevard,/works/OL19995770W,1467738492,borrow_available,https://covers.openlibrary.org/b/isbn/1467738492-M.jpg?default=false
Infinity Reaper,"Silvera, Adam",TX,B,,/works/OL21913039W,0063084767,Unknown,
Interview with the Vampire,"Rice, Anne",VA,B,Madison,/works/OL77826W,9780345900937,borrow_available,https://covers.openlibrary.org/b/isbn/9780345900937-M.jpg?default=false
It,"King, Stephen",VA,B,Madison,/works/OL81613W,9781848940871,borrow_available,
It Ends with Us,"Hoover, Colleen",SC,B,Beaufort,/works/OL18020194W,9788820072940,private,https://covers.openlibrary.org/b/isbn/9788820072940-M.jpg?default=false
It Ends with Us,"Hoover, Colleen",KS,B,,/works/OL18020194W,9788820072940,private,https://covers.openlibrary.org/b/isbn/9788820072940-M.jpg?default=false
"It's Perfectly Normal: Changing Bodies, Growing Up Sex and Sexual Health","Harris, Robie H.",FL,B,Duval,/works/OL42649W,9780763668716,borrow_available,https://covers.openlibrary.org/b/isbn/9780763668716-M.jpg?default=false
"It's Perfectly Normal: Changing Bodies, Growing Up Sex and Sexual Health","Harris, Robie H.",FL,B,Marion,/works/OL42649W,9780763668716,borrow_available,https://covers.openlibrary.org/b/isbn/9780763668716-M.jpg?default=false
"It's Perfectly Normal: Changing Bodies, Growing Up Sex and Sexual Health","Harris, Robie H.",FL,B,Broward,/works/OL42649W,9780763668716,borrow_available,https://covers.openlibrary.org/b/isbn/9780763668716-M.jpg?default=false
"It's Perfectly Normal: Changing Bodies, Growing Up Sex and Sexual Health","Harris, Robie H.",ID,B,,/works/OL42649W,9780763668716,borrow_available,https://covers.openlibrary.org/b/isbn/9780763668716-M.jpg?default=false
Jack of Hearts (And Other Parts),"Rosen, L. C.",TN,B,Wilson,/works/OL19794573W,9780241365014,Unknown,
Jack of Hearts (And Other Parts),"Rosen, L. C.",TX,B,,/works/OL19794573W,9780241365014,Unknown,
Jack of Hearts (And Other Parts),"Rosen, L. C.",TX,B,,/works/OL19794573W,9780241365014,Unknown,
Jack of Hearts (And Other Parts),"Rosen, L. C.",TX,B,,/works/OL19794573W,9780241365014,Unknown,
Jack of Hearts (And Other Parts),"Rosen, L. C.",TX,B,Harris; Fort Bend; Waller,/works/OL19794573W,9780241365014,Unknown,
Jack of Hearts (And Other Parts),"Rosen, L. C.",TX,B,,/works/OL19794573W,9780241365014,Unknown,
Jack of Hearts (And Other Parts),"Rosen, L. C.",WA,B,,/works/OL19794573W,9780241365014,Unknown,
Jailbait,"Newman, Lesléa",TX,B,,/works/OL8053414W,0385902301,private,https://covers.openlibrary.org/b/isbn/0385902301-M.jpg?default=false
Jalani and the Lock,"Pace, Lorenzo",FL,B,Duval,/works/OL7795408W,9781477792773,borrow_available,https://covers.openlibrary.org/b/isbn/9781477792773-M.jpg?default=false
Jesus Land: A Memoir,"Scheeres, Julia",IN,B,Clay,/works/OL8945256W,9781619020658,borrow_available,
Jesus Land: A Memoir,"Scheeres, Julia",TX,B,,/works/OL8945256W,9781619020658,borrow_available,
Julián Is a Mermaid,"Love, Jessica",FL,B,Clay,/works/OL19741959W,9780763690458,private,https://covers.openlibrary.org/b/isbn/9780763690458-M.jpg?default=false
Juliet Takes a Breath,"Rivera, Gabby",FL,B,Martin,/works/OL20027231W,1713625431,private,https://covers.openlibrary.org/b/isbn/1713625431-M.jpg?default=false
Keeping Faith,"Picoult, Jodi",FL,B,Martin,/works/OL891951W,0061374962,private,https://covers.openlibrary.org/b/isbn/0061374962-M.jpg?default=false
Killing Mr. Griffin,"Duncan, Lois",FL,B,Duval,/works/OL29700W,9780440945154,private,https://covers.openlibrary.org/b/isbn/9780440945154-M.jpg?default=false
Kingdom of Ash,"Maas, Sarah J.",FL,B,Clay,/works/OL19352982W,1526635275,Unknown,https://covers.openlibrary.org/b/isbn/1526635275-M.jpg?default=false
Kingdom of Ash,"Maas, Sarah J.",FL,B,Martin,/works/OL19352982W,1526635275,Unknown,https://covers.openlibrary.org/b/isbn/1526635275-M.jpg?default=false
Kiss Number 8,"Venable, Colleen A. F.",MO,B,,/works/OL20148833W,9781250196934,private,https://covers.openlibrary.org/b/isbn/9781250196934-M.jpg?default=false
"l8r, g8r","Myracle, Lauren",FL,B,Martin,/works/OL5717635W,9780810970861,borrow_available,https://covers.openlibrary.org/b/isbn/9780810970861-M.jpg?default=false
"l8r, g8r","Myracle, Lauren",PA,B,,/works/OL5717635W,9780810970861,borrow_available,https://covers.openlibrary.org/b/isbn/9780810970861-M.jpg?default=false
"l8r, g8r","Myracle, Lauren",FL,B,Flagler,/works/OL5717635W,9780810970861,borrow_available,https://covers.openlibrary.org/b/isbn/9780810970861-M.jpg?default=false
"l8r, g8r","Myracle, Lauren",FL,B,Manatee,/works/OL5717635W,9780810970861,borrow_available,https://covers.openlibrary.org/b/isbn/9780810970861-M.jpg?default=false
The Poet X,"Acevedo, Elizabeth",TN,B,Roane,/works/OL19734273W,9781780318448,private,
"l8r, g8r","Myracle, Lauren",FL,B,Clay,/works/OL5717635W,9780810970861,borrow_available,https://covers.openlibrary.org/b/isbn/9780810970861-M.jpg?default=false
"l8r, g8r","Myracle, Lauren",MO,B,,/works/OL5717635W,9780810970861,borrow_available,https://covers.openlibrary.org/b/isbn/9780810970861-M.jpg?default=false
"l8r, g8r","Myracle, Lauren",TX,B,,/works/OL5717635W,9780810970861,borrow_available,https://covers.openlibrary.org/b/isbn/9780810970861-M.jpg?default=false
"l8r, g8r","Myracle, Lauren",TX,B,,/works/OL5717635W,9780810970861,borrow_available,https://covers.openlibrary.org/b/isbn/9780810970861-M.jpg?default=false
"l8r, g8r","Myracle, Lauren",ID,B,,/works/OL5717635W,9780810970861,borrow_available,https://covers.openlibrary.org/b/isbn/9780810970861-M.jpg?default=false
Last Man: The Royal Cup Book 2,"Vivès, Bastien",MO,B,,/works/OL362694W,9781073548286,open,
Last Night at the Telegraph Club,"Lo, Malinda",TX,B,,/works/OL21915364W,9781529366587,Unknown,https://covers.openlibrary.org/b/isbn/9781529366587-M.jpg?default=false
Last Night at the Telegraph Club,"Lo, Malinda",FL,B,Clay,/works/OL21915364W,9781529366587,Unknown,https://covers.openlibrary.org/b/isbn/9781529366587-M.jpg?default=false
Rules of Attraction,"Elkeles, Simone",FL,B,Clay,/works/OL15111392W,0802720862,private,https://covers.openlibrary.org/b/isbn/0802720862-M.jpg?default=false
Lawn Boy,"Evison, Jonathan",UT,B,Utah,/works/OL19736195W,9781665135887,private,https://covers.openlibrary.org/b/isbn/9781665135887-M.jpg?default=false
Lawn Boy,"Evison, Jonathan",TN,B,Sumner,/works/OL19736195W,9781665135887,private,https://covers.openlibrary.org/b/isbn/9781665135887-M.jpg?default=false
Body Talk: 37 Voices Explore Our Radical Anatomy,"Jensen, Kelly",FL,B,Clay,/works/OL21372687W,9781643751191,Unknown,
Lawn Boy,"Evison, Jonathan",TX,B,Harris; Fort Bend; Waller,/works/OL19736195W,9781665135887,private,https://covers.openlibrary.org/b/isbn/9781665135887-M.jpg?default=false
Lawn Boy,"Evison, Jonathan",TX,B,,/works/OL19736195W,9781665135887,private,https://covers.openlibrary.org/b/isbn/9781665135887-M.jpg?default=false
Leah on the Offbeat,"Albertalli, Becky",FL,B,Clay,/works/OL19738047W,9780241331057,Unknown,https://covers.openlibrary.org/b/isbn/9780241331057-M.jpg?default=false
Leah on the Offbeat,"Albertalli, Becky",ID,B,,/works/OL19738047W,9780241331057,Unknown,https://covers.openlibrary.org/b/isbn/9780241331057-M.jpg?default=false
Leaving Time,"Picoult, Jodi",FL,B,Martin,/works/OL20218879W,0804129010,private,https://covers.openlibrary.org/b/isbn/0804129010-M.jpg?default=false
"Let's Talk About it: The Teens Guide to Sex, Relationships, and Being a Human","Moen, Erika and Nolan, Matthew",FL,B,Clay,/works/OL21933341W,9781984893154,Unknown,
"Let's Talk About it: The Teens Guide to Sex, Relationships, and Being a Human","Moen, Erika and Nolan, Matthew",MO,B,,/works/OL21933341W,9781984893154,Unknown,
"Let's Talk About it: The Teens Guide to Sex, Relationships, and Being a Human","Moen, Erika and Nolan, Matthew",FL,B,Seminole,/works/OL21933341W,9781984893154,Unknown,
"Let's Talk About it: The Teens Guide to Sex, Relationships, and Being a Human","Moen, Erika and Nolan, Matthew",ME,B,,/works/OL21933341W,9781984893154,Unknown,
Life is Funny,"Frank, E. R.",FL,B,Clay,/works/OL69568W,9780613883450,private,
Life is Funny,"Frank, E. R.",FL,B,Martin,/works/OL69568W,9780613883450,private,
Lighter Than My Shadow,"Green, Katie",MO,B,,/works/OL19717197W,1407086189,borrow_available,
Lighter Than My Shadow,"Green, Katie",MO,B,,/works/OL19717197W,1407086189,borrow_available,
Lighter Than My Shadow,"Green, Katie",MO,B,,/works/OL19717197W,1407086189,borrow_available,
Lighter Than My Shadow,"Green, Katie",PA,B,,/works/OL19717197W,1407086189,borrow_available,
Like a Love Story,"Nazemian, Abdi",FL,B,Clay,/works/OL20152946W,0062839381,Unknown,
Like a Love Story,"Nazemian, Abdi",VA,B,Spotsylvania,/works/OL20152946W,0062839381,Unknown,
Little & Lion,"Colbert, Brandy",FL,B,Clay,/works/OL17856783W,9798855025514,private,
Little & Lion,"Colbert, Brandy",FL,B,Indian River,/works/OL17856783W,9798855025514,private,
Living Dead Girl,"Scott, Elizabeth",FL,B,Clay,/works/OL8165756W,9781416960607,private,https://covers.openlibrary.org/b/isbn/9781416960607-M.jpg?default=false
Living Dead Girl,"Scott, Elizabeth",FL,B,Martin,/works/OL8165756W,9781416960607,private,https://covers.openlibrary.org/b/isbn/9781416960607-M.jpg?default=false
Lolita,"Nabokov, Vladimir",OR,B,,/works/OL627084W,9780739322062,borrow_available,https://covers.openlibrary.org/b/isbn/9780739322062-M.jpg?default=false
Lone Wolf,"Picoult, Jodi",FL,B,Martin,/works/OL20397133W,9781444728989,private,https://covers.openlibrary.org/b/isbn/9781444728989-M.jpg?default=false
Looking for Alaska,"Green, John",UT,B,Washington,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Looking for Alaska,"Green, John",NC,B,Wilkes,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Out of Darkness,"Pérez, Ashley Hope",MN,B,,/works/OL20009530W,1467776777,private,
Looking for Alaska,"Green, John",FL,B,,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Looking for Alaska,"Green, John",FL,B,Martin,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Looking for Alaska,"Green, John",PA,B,,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Looking for Alaska,"Green, John",VA,B,Spotsylvania,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Looking for Alaska,"Green, John",UT,B,Davis,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Looking for Alaska,"Green, John",ID,B,,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Losing Hope,"Hoover, Colleen",FL,B,Martin,/works/OL19705711W,9788375153309,private,https://covers.openlibrary.org/b/isbn/9788375153309-M.jpg?default=false
Losing the Field,"Glines, Abbi",TX,B,,/works/OL20165428W,1534403892,Unknown,https://covers.openlibrary.org/b/isbn/1534403892-M.jpg?default=false
Losing the Girl: Book 1,MariNaomi,TX,B,Harris; Fort Bend; Waller,/works/OL19740541W,1512498572,Unknown,
Losing the Girl: Book 1,MariNaomi,TX,B,Harris; Fort Bend; Waller,/works/OL19740541W,1512498572,Unknown,
Love,"Morrison, Toni",VA,B,Madison,/works/OL15843891W,0676976182,borrow_available,https://covers.openlibrary.org/b/isbn/0676976182-M.jpg?default=false
Loving Frank,"Horan, Nancy",UT,B,Washington,/works/OL15838041W,142333289X,borrow_available,https://covers.openlibrary.org/b/isbn/142333289X-M.jpg?default=false
Lucky,"Sebold, Alice",MD,B,,/works/OL5962663W,0759570485,borrow_available,
Lucky,"Sebold, Alice",UT,B,Washington,/works/OL5962663W,0759570485,borrow_available,
Lucky,"Sebold, Alice",FL,B,Seminole,/works/OL5962663W,0759570485,borrow_available,
Lucky,"Sebold, Alice",FL,B,Brevard,/works/OL5962663W,0759570485,borrow_available,
Lucky,"Sebold, Alice",VA,B,,/works/OL5962663W,0759570485,borrow_available,
Man o' War,"McCarthy, Cory",UT,B,Washington,/works/OL27491748W,0593353706,Unknown,https://covers.openlibrary.org/b/isbn/0593353706-M.jpg?default=false
Maximum Ride: Angel,"Patterson, James",FL,B,Martin,/works/OL15473070W,9788842919285,private,
Maximum Ride: Fang,"Patterson, James",FL,B,Martin,/works/OL34644787W,0099543761,Unknown,
Maximum Ride: Max,"Patterson, James",FL,B,Martin,/works/OL14920146W,9780316002899,private,https://covers.openlibrary.org/b/isbn/9780316002899-M.jpg?default=false
Maximum Ride: Maximum Ride Forever,"Patterson, James",FL,B,Martin,/works/OL19086609W,9780316207515,private,
Maximum Ride: Nevermore,"Patterson, James",FL,B,Martin,/works/OL17182154W,161113479X,borrow_available,https://covers.openlibrary.org/b/isbn/161113479X-M.jpg?default=false
"Maximum Ride: Saving the World & Other Extreme
 Sports","Patterson, James",FL,B,Martin,/works/OL20098451W,0316128252,Unknown,https://covers.openlibrary.org/b/isbn/0316128252-M.jpg?default=false
Maximum Ride: Schools Out Forever,"Patterson, James",FL,B,Martin,/works/OL20098451W,0316128252,Unknown,https://covers.openlibrary.org/b/isbn/0316128252-M.jpg?default=false
Maximum Ride: The Angel Experiment,"Patterson, James",FL,B,Martin,/works/OL167174W,0316067954,private,https://covers.openlibrary.org/b/isbn/0316067954-M.jpg?default=false
Maximum Ride: The Final Warning,"Patterson, James",FL,B,Martin,/works/OL35310910W,,private,
Me and Earl and the Dying Girl,"Andrews, Jesse",FL,B,Flagler,/works/OL16190785W,9781419719608,borrow_available,https://covers.openlibrary.org/b/isbn/9781419719608-M.jpg?default=false
Me and Earl and the Dying Girl,"Andrews, Jesse",FL,B,Martin,/works/OL16190785W,9781419719608,borrow_available,https://covers.openlibrary.org/b/isbn/9781419719608-M.jpg?default=false
Me and Earl and the Dying Girl,"Andrews, Jesse",FL,B,,/works/OL16190785W,9781419719608,borrow_available,https://covers.openlibrary.org/b/isbn/9781419719608-M.jpg?default=false
Me and Earl and the Dying Girl,"Andrews, Jesse",MO,B,,/works/OL16190785W,9781419719608,borrow_available,https://covers.openlibrary.org/b/isbn/9781419719608-M.jpg?default=false
Me and Earl and the Dying Girl,"Andrews, Jesse",TN,B,Blount,/works/OL16190785W,9781419719608,borrow_available,https://covers.openlibrary.org/b/isbn/9781419719608-M.jpg?default=false
Me and Earl and the Dying Girl,"Andrews, Jesse",UT,B,Davis,/works/OL16190785W,9781419719608,borrow_available,https://covers.openlibrary.org/b/isbn/9781419719608-M.jpg?default=false
Me and Earl and the Dying Girl,"Andrews, Jesse",TX,B,,/works/OL16190785W,9781419719608,borrow_available,https://covers.openlibrary.org/b/isbn/9781419719608-M.jpg?default=false
Me and Earl and the Dying Girl,"Andrews, Jesse",TX,B,Harris; Fort Bend; Waller,/works/OL16190785W,9781419719608,borrow_available,https://covers.openlibrary.org/b/isbn/9781419719608-M.jpg?default=false
"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor","Saad, Layla",NY,B,,/works/OL26583683W,1952663342,Unknown,
Mediocre: The Dangerous Legacy of White Male America,"Oluo, Ijeoma",MI,B,,/works/OL20888768W,9781529353839,Unknown,https://covers.openlibrary.org/b/isbn/9781529353839-M.jpg?default=false
Melissa,"Gino, Alex",TX,B,,/works/OL17334061W,1338843400,private,
Beautiful Disaster,"McGuire, Jamie",UT,B,Davis,/works/OL16310814W,1471115046,private,https://covers.openlibrary.org/b/isbn/1471115046-M.jpg?default=false
Mercy,"Picoult, Jodi",FL,B,Martin,/works/OL891948W,9780743422444,private,https://covers.openlibrary.org/b/isbn/9780743422444-M.jpg?default=false
Mighty Jack and the Goblin King,"Hatke, Ben",FL,B,Martin,/works/OL19667474W,0606405402,private,https://covers.openlibrary.org/b/isbn/0606405402-M.jpg?default=false
Milk and Honey,"Kaur, Rupi",MO,B,,/works/OL17606111W,9781797136905,private,https://covers.openlibrary.org/b/isbn/9781797136905-M.jpg?default=false
Milk and Honey,"Kaur, Rupi",MO,B,,/works/OL17606111W,9781797136905,private,https://covers.openlibrary.org/b/isbn/9781797136905-M.jpg?default=false
Milk and Honey,"Kaur, Rupi",UT,B,Washington,/works/OL17606111W,9781797136905,private,https://covers.openlibrary.org/b/isbn/9781797136905-M.jpg?default=false
Milk and Honey,"Kaur, Rupi",MO,B,,/works/OL17606111W,9781797136905,private,https://covers.openlibrary.org/b/isbn/9781797136905-M.jpg?default=false
Milk and Honey,"Kaur, Rupi",FL,B,Clay,/works/OL17606111W,9781797136905,private,https://covers.openlibrary.org/b/isbn/9781797136905-M.jpg?default=false
Milk and Honey,"Kaur, Rupi",TX,B,,/works/OL17606111W,9781797136905,private,https://covers.openlibrary.org/b/isbn/9781797136905-M.jpg?default=false
Milk and Honey,"Kaur, Rupi",FL,B,Marion,/works/OL17606111W,9781797136905,private,https://covers.openlibrary.org/b/isbn/9781797136905-M.jpg?default=false
Milk and Honey,"Kaur, Rupi",FL,B,Brevard,/works/OL17606111W,9781797136905,private,https://covers.openlibrary.org/b/isbn/9781797136905-M.jpg?default=false
Milk and Honey,"Kaur, Rupi",TX,B,,/works/OL17606111W,9781797136905,private,https://covers.openlibrary.org/b/isbn/9781797136905-M.jpg?default=false
Blankets,"Thompson, Craig",UT,B,Washington,/works/OL8197348W,8495825635,borrow_available,https://covers.openlibrary.org/b/isbn/8495825635-M.jpg?default=false
Monday's Not Coming,"Jackson, Tiffany D.",FL,B,Martin,/works/OL19742314W,9780062422682,private,https://covers.openlibrary.org/b/isbn/9780062422682-M.jpg?default=false
Monday's Not Coming,"Jackson, Tiffany D.",PA,B,,/works/OL19742314W,9780062422682,private,https://covers.openlibrary.org/b/isbn/9780062422682-M.jpg?default=false
More Happy Than Not,"Silvera, Adam",TX,B,,/works/OL20004466W,1616959584,private,
More Happy Than Not,"Silvera, Adam",FL,B,Martin,/works/OL20004466W,1616959584,private,
More Happy Than Not,"Silvera, Adam",VA,B,Spotsylvania,/works/OL20004466W,1616959584,private,
Music from Another World,"Talley, Robin",FL,B,Clay,/works/OL20660343W,1335146776,Unknown,https://covers.openlibrary.org/b/isbn/1335146776-M.jpg?default=false
My Friend Dahmer,"Backderf, Derf",FL,B,Clay,/works/OL17406601W,1419702173,borrow_available,https://covers.openlibrary.org/b/isbn/1419702173-M.jpg?default=false
My Friend Dahmer,"Backderf, Derf",TX,B,,/works/OL17406601W,1419702173,borrow_available,https://covers.openlibrary.org/b/isbn/1419702173-M.jpg?default=false
My Hero Academia: Volume 2,"Yoshi, Anri",PA,B,,/works/OL503666W,9781987537833,open,
My Hero Academia: Volume 4,"Yoshi, Anri",PA,B,,/works/OL503666W,9781987537833,open,
My Hero Academia: Volume 5,"Yoshi, Anri",PA,B,,/works/OL503666W,9781987537833,open,
My Jim,"Rawles, Nancy",FL,B,Clay,/works/OL2705044W,9781400054015,private,https://covers.openlibrary.org/b/isbn/9781400054015-M.jpg?default=false
My Sister's Keeper,"Picoult, Jodi",FL,B,Martin,/works/OL891923W,9780743488815,borrow_available,https://covers.openlibrary.org/b/isbn/9780743488815-M.jpg?default=false
Neanderthal Opens the Door to the Universe,"Norton, Preston",FL,B,Clay,/works/OL19744500W,1484798686,Unknown,https://covers.openlibrary.org/b/isbn/1484798686-M.jpg?default=false
Neanderthal Opens the Door to the Universe,"Norton, Preston",UT,B,Washington,/works/OL19744500W,1484798686,Unknown,https://covers.openlibrary.org/b/isbn/1484798686-M.jpg?default=false
Neanderthal Opens the Door to the Universe,"Norton, Preston",VA,B,Spotsylvania,/works/OL19744500W,1484798686,Unknown,https://covers.openlibrary.org/b/isbn/1484798686-M.jpg?default=false
Neanderthal Opens the Door to the Universe,"Norton, Preston",UT,B,Davis,/works/OL19744500W,1484798686,Unknown,https://covers.openlibrary.org/b/isbn/1484798686-M.jpg?default=false
Nightingale,"Lukavics, Amy",FL,B,Clay,/works/OL19630452W,9781488095245,Unknown,https://covers.openlibrary.org/b/isbn/9781488095245-M.jpg?default=false
Nineteen Minutes,"Picoult, Jodi",SC,B,Beaufort,/works/OL891945W,1741769035,borrow_available,
Nineteen Minutes,"Picoult, Jodi",UT,B,Washington,/works/OL891945W,1741769035,borrow_available,
Nineteen Minutes,"Picoult, Jodi",FL,B,,/works/OL891945W,1741769035,borrow_available,
Nineteen Minutes,"Picoult, Jodi",FL,B,Martin,/works/OL891945W,1741769035,borrow_available,
Nineteen Minutes,"Picoult, Jodi",PA,B,,/works/OL891945W,1741769035,borrow_available,
Nineteen Minutes,"Picoult, Jodi",VA,B,Spotsylvania,/works/OL891945W,1741769035,borrow_available,
Nobody Does it Better: A Gossip Girl Novel,"Von Ziegesar, Cecily",FL,B,Clay,/works/OL5712531W,9789025747640,borrow_available,https://covers.openlibrary.org/b/isbn/9789025747640-M.jpg?default=false
None of the Above,"Gregorio, I. W.",TX,B,,/works/OL17900754W,0062335316,private,https://covers.openlibrary.org/b/isbn/0062335316-M.jpg?default=false
Not My Idea: A Book About Whiteness,"Higginbotham, Anastasia",FL,B,Marion,/works/OL19760905W,1948340003,Unknown,
"On the Bright Side, I'm Now the Girlfriend of a Sex God","Rennison, Louise",PA,B,,/works/OL92972W,0064472264,private,https://covers.openlibrary.org/b/isbn/0064472264-M.jpg?default=false
Oryx and Crake,"Atwood, Margaret",UT,B,Washington,/works/OL675722W,0747562598,borrow_available,https://covers.openlibrary.org/b/isbn/0747562598-M.jpg?default=false
Oryx and Crake,"Atwood, Margaret",MO,B,,/works/OL675722W,0747562598,borrow_available,https://covers.openlibrary.org/b/isbn/0747562598-M.jpg?default=false
Oryx and Crake,"Atwood, Margaret",TX,B,,/works/OL675722W,0747562598,borrow_available,https://covers.openlibrary.org/b/isbn/0747562598-M.jpg?default=false
Out of Darkness,"Pérez, Ashley Hope",UT,B,Utah,/works/OL20009530W,1467776777,private,
Out of Darkness,"Pérez, Ashley Hope",UT,B,Washington,/works/OL20009530W,1467776777,private,
Out of Darkness,"Pérez, Ashley Hope",FL,B,Clay,/works/OL20009530W,1467776777,private,
Out of Darkness,"Pérez, Ashley Hope",TX,B,,/works/OL20009530W,1467776777,private,
Out of Darkness,"Pérez, Ashley Hope",VA,B,Spotsylvania,/works/OL20009530W,1467776777,private,
Out of Darkness,"Pérez, Ashley Hope",NC,B,Catawba,/works/OL20009530W,1467776777,private,
Out of Darkness,"Pérez, Ashley Hope",UT,B,Davis,/works/OL20009530W,1467776777,private,
Out of Darkness,"Pérez, Ashley Hope",TX,B,,/works/OL20009530W,1467776777,private,
Out of Darkness,"Pérez, Ashley Hope",TX,B,Harris; Fort Bend; Waller,/works/OL20009530W,1467776777,private,
Out of Darkness,"Pérez, Ashley Hope",TX,B,,/works/OL20009530W,1467776777,private,
Out of Darkness,"Pérez, Ashley Hope",ID,B,,/works/OL20009530W,1467776777,private,
Gender Queer: A Memoir,"Kobabe, Maia",UT,B,,/works/OL41899364W,9781637150771,Unknown,
Outlander (Series),"Gabaldon, Diana",FL,B,Duval,/works/OL27712932W,9789526538709,Unknown,https://covers.openlibrary.org/b/isbn/9789526538709-M.jpg?default=false
Panic,"Draper, Sharon M.",TX,B,,/works/OL16664204W,9781442408968,private,https://covers.openlibrary.org/b/isbn/9781442408968-M.jpg?default=false
People Kill People,"Hopkins, Ellen",UT,B,Utah,/works/OL19751513W,9781481442947,Unknown,
People Kill People,"Hopkins, Ellen",UT,B,Washington,/works/OL19751513W,9781481442947,Unknown,
People Kill People,"Hopkins, Ellen",FL,B,Clay,/works/OL19751513W,9781481442947,Unknown,
People Kill People,"Hopkins, Ellen",TX,B,,/works/OL19751513W,9781481442947,Unknown,
Perfect,"Hopkins, Ellen",WI,B,,/works/OL16086729W,1416983244,private,https://covers.openlibrary.org/b/isbn/1416983244-M.jpg?default=false
Perfect,"Hopkins, Ellen",FL,B,Hernando,/works/OL16086729W,1416983244,private,https://covers.openlibrary.org/b/isbn/1416983244-M.jpg?default=false
Perfect,"Hopkins, Ellen",FL,B,Clay,/works/OL16086729W,1416983244,private,https://covers.openlibrary.org/b/isbn/1416983244-M.jpg?default=false
Perfect,"Hopkins, Ellen",TX,B,,/works/OL16086729W,1416983244,private,https://covers.openlibrary.org/b/isbn/1416983244-M.jpg?default=false
Perfect Match,"Picoult, Jodi",FL,B,Martin,/works/OL891949W,1740936876,private,https://covers.openlibrary.org/b/isbn/1740936876-M.jpg?default=false
Perfectly Good White Boy,"Mesrobian, Carrie",FL,B,Clay,/works/OL19985514W,1467766003,borrow_available,
Fight Club,"Palahniuk, Chuck",UT,B,Washington,/works/OL18941W,9788499308609,borrow_available,https://covers.openlibrary.org/b/isbn/9788499308609-M.jpg?default=false
Picture Perfect,"Picoult, Jodi",FL,B,Martin,/works/OL891944W,9781561006113,private,
Plain Truth,"Picoult, Jodi",FL,B,Martin,/works/OL891947W,9780340836569,private,https://covers.openlibrary.org/b/isbn/9780340836569-M.jpg?default=false
Pride: The Story of Harvey Milk and the Rainbow Flag,"Sanders, Rob",UT,B,,/works/OL19736974W,9780399555329,Unknown,https://covers.openlibrary.org/b/isbn/9780399555329-M.jpg?default=false
Private Label,"Yang, Kelly",UT,B,Washington,/works/OL26512937W,0062941100,Unknown,https://covers.openlibrary.org/b/isbn/0062941100-M.jpg?default=false
Protest Movements: Then and Now,"Braun, Eric",WI,B,,/works/OL19743258W,9781543503852,Unknown,https://covers.openlibrary.org/b/isbn/9781543503852-M.jpg?default=false
Push,Sapphire,MI,B,,/works/OL47292W,9781784877361,private,https://covers.openlibrary.org/b/isbn/9781784877361-M.jpg?default=false
Push,Sapphire,MI,B,,/works/OL47292W,9781784877361,private,https://covers.openlibrary.org/b/isbn/9781784877361-M.jpg?default=false
A Court of Mist and Fury,"Maas, Sarah J.",FL,B,Brevard,/works/OL17860744W,9781408857892,private,https://covers.openlibrary.org/b/isbn/9781408857892-M.jpg?default=false
Push,Sapphire,UT,B,Washington,/works/OL47292W,9781784877361,private,https://covers.openlibrary.org/b/isbn/9781784877361-M.jpg?default=false
Push,Sapphire,PA,B,York,/works/OL47292W,9781784877361,private,https://covers.openlibrary.org/b/isbn/9781784877361-M.jpg?default=false
Push,Sapphire,FL,B,Marion,/works/OL47292W,9781784877361,private,https://covers.openlibrary.org/b/isbn/9781784877361-M.jpg?default=false
Push,Sapphire,FL,B,Brevard,/works/OL47292W,9781784877361,private,https://covers.openlibrary.org/b/isbn/9781784877361-M.jpg?default=false
Push,Sapphire,MI,B,,/works/OL47292W,9781784877361,private,https://covers.openlibrary.org/b/isbn/9781784877361-M.jpg?default=false
Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy and Bieschke, Marke",WI,B,,/works/OL16485401W,1541578589,borrow_available,
A Court of Thorns and Roses,"Maas, Sarah J.",FL,B,Brevard,/works/OL17352669W,2732472301,private,https://covers.openlibrary.org/b/isbn/2732472301-M.jpg?default=false
Rainbow Boys,"Sanchez, Alex",FL,B,Clay,/works/OL5720758W,9781439115343,private,
